"","npo","website","year_founded","partner_status","address","latitude","longitude","municipality","department","address2","latitude2","longitude2","municipality2","department2","address3","latitude3","longitude3","municipality3","department3","address4","latitude4","longitude4","municipality4","department4","address5","latitude5","longitude5","municipality5","department5","size","budget","health","edu","comm_dev","youth_child","women_girls","enviro_cons","crime","human_rights","animal_welfare","faith_based","religious_aff","us_tax_status","guate_reg","seal_excellence","total_eval_score","efficiency","transparency","relevance","impact","sustainability"
"182","Madre Naturaleza (MANA)","https://www.facebook.com/MadreNaturalezaGt/",2015,"E",NA,14.6263757,-90.5626013,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","Y","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"183","Mejoramiento y Desarrollo Comunitario","https://es-la.facebook.com/people/Omedeco-Ong/100010708051568",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"184","Amigos en la Lucha Contra el Cancer, CreerÃ©",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"185","Confraternidad de Atletas Guatemala","https://www.fca.org/international/globalregions/latin-america/guatemala",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","Y","Christian",NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"186","Obras Sociales de Apoyo a la Comunidad Misionera del Camino","http://www.missionersofmercycorp.org/comca-guatemala.html",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N","Y","Catholic",NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"187","Desarrollo Deportivo Integral Guatemalteco",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"188","Para la IntegraciÃ³n y la Unidad de los Pueblos hacia el Desarrollo Humano (INUP)",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"189","Hoy Por Ti",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"190","Desarrollo Integral Bitol San Miguel IxtahuacÃ¡n",NA,2015,"E",NA,15.2724899,-91.7570615,"San Miguel IxtahuacÃ¡n","San Marcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"191","Aeromedical for the Children","https://www.aeromedical.com.gt/fundacin-aeromedical-2",2015,"E","Avenida HincapiÃ© 18-05, zona 13 Hangar J2, Aeropuerto Internacional La Aurora",14.5771114,-90.527793,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"192","VisiÃ³n y Luz","https://www.facebook.com/Hogar-de-ni%C3%B1os-Visi%C3%B3n-Luz-763242157122106/",2015,"E","2 Avenida B, Petapa, Guatemala",14.65163,-90.505582,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"193","Te Conecta","https://www.teconectaong.com/",2015,"E","4ta. Avenida 15-70 zona 10
Edificio Paladium
Nivel 7, Oficina 7B",14.5956419,-90.516215,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"194","Drum Corps Guatemala","https://www.facebook.com/drumcorpsguatemala/",2015,"E","Diagonal 11 20-16 Zona 1
Quetzaltenango, Quetzaltenango",14.8283459,-91.5375859,"Xela","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"195","Para El Desarrollo Local Integral",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"196","Desarrollo Guatemala","https://www.facebook.com/Asociaci%C3%B3n-Desarrollo-Guatemala-1045133765524785/",2015,"E","Zona 10",14.5944267,-90.5175379,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"197","Amigos del Saber",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"198","Desarrollo Integral Junam K'ek'",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"199","Sembrando SueÃ±os","http://sembrando.org/",2015,"E","18 avenida Zona 15
Vista Hermosa II, La Hondonada
Villas de FÃ¡tima 3, Casa 1",14.5921063,-90.5115867,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N",NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"200","Centro para Alianzas y Nuevos Emprendimientos Sociales y Ambientales",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"201","Salud y Bienestar",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"202","Esperanza contra Esperanza",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"203","Programa de EducaciÃ³n, Salud y Agricultura de la RepÃºblica de Guatemala",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"204","Futuro y Desarrollo para la NiÃ±ez",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"205","Agentes de Cambio Guatemala","https://www.facebook.com/AgentesDeCambio502/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y","N","N","N","N","N","Y","Christian",NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"206","Amigos de los NiÃ±os con Problemas de Aprendizaje","https://es-la.facebook.com/amigosdelosninosguatemala/",2015,"E",NA,14.6424017,-90.6495799,"Mixco","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"207","Mujeres Somos Muchas","https://www.facebook.com/somosmuchas.org/",2015,"E","Comunidad 29 de Diciembre km 62.5
Chimasat, Chimaltenango",14.704754,-90.949986,"Chimasat","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","Y","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"208","Tocando Corazones y Uniendo Fronteras",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"209","MÃ©dica Guatemalteca",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"210","CIMA","https://www.cima.gt/",2015,"E","4a Ave 19-76 zona 14",14.5951454,-90.5131283,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"211","Movimientos de Esperanza","http://movimientosdeesperanza.org/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"212","Comunidad Gatuna","https://www.facebook.com/comunidadgatunagt/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","Y","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"213","Junam",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"214","Para la Salud y Bienestar Familiar",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"215","Viudas y Huerfanos Amparados",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"216","Vida, Salud y Bienestar Guatemlateca",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"217","ManabÃ­ Guatemala","https://www.asociacionmanabi.org/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","Y","N","N","N","N","Y","Catholic",NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"218","Para la Danza y las Artes (ADANZARTE)",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"219","Para el Desarrollo Social Maya (ADSM)",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"220","Mis Primeros Pasos Zaragozas",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"221","Proyecto Oportunidad","https://www.facebook.com/ProyectoOportunidad/",2015,"E",NA,14.6263757,-90.5626013,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","Y","Christian",NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"222","Proyectos Sociales de Desarrollo Comunitario",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"223","Junilja Ì","http://junilja.org/en/home/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"224","CooperaciÃ³n y Proyectos Sociales",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"225","Alianza para la Paz","https://alianzaparalapaz.org/",2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","Y","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"226","La Semilla",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"227","Para CaptaciÃ³n Educativa y PsicolÃ³gica para Personas de Escasos Recursos del Ãrea Rural de Guatemala",NA,2015,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"228","Artiis Paz ArtÃ­stica","http://www.artiisgt.com/",2015,"E","12 Avenida 22-19, Colonia Villalobos 1, zona 12",14.562173,-90.567503,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"229","InclusiÃ³n SÃ­ndrome de Down Guatemala (InclusÃ­on Down 502)","https://es-la.facebook.com/inclusiondown502/",2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","Y","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"230","Desarrollo Integral Fuente e Esperanzas",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"231","Para el Desarrollo TecnolÃ³gico Sostenible",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"232","Proyecto de los Hermanos de Desarrollo Social",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"233","Movimiento Integral Para el Desarrollo IndÃ­gena del Altiplano Marquense Maya Mam Kaibil Balam",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"234","ExpoArte",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"235","Para el Desarrollo Rural Integral TizamartÃ©",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"236","Para el Desarrollo Campesino Maya (ADCM)",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"237","World Share Guatemala","https://www.worldshare.org.gt/",2016,"E","9 avenida 14-36 Colonia Alvarado Zona 3 de Mixco",14.6358184,-90.5805608,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"238","CatÃ³licos Europeos Solidarios Los Ãngeles",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"239","Para el Desarrollo Integral Filantropis","http://filantropis.org/",2016,"E","CantÃ³n Ilom Chajul",15.4847329,-91.0389929,"Chajul","QuichÃ©",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","Y","N","N","N","N","N","N",NA,"501(c)3","NGO",NA,NA,NA,NA,NA,NA,NA
"240","Ka-Me",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"241","Para el Desarrollo y Progreso Sanjuanero",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"242","Centro de Estudios y Proyectos Sociales","http://www.ceypros.org/",2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"243","Desarrollo Integral Obreros Antonianos Once de Julio",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"244","Eq'la Sakew Sa'komonil (ESSA Guatemala)","https://www.facebook.com/eqlasakew.sakomonil",2016,"E",NA,14.6263757,-90.5626013,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"245","OSPAJEVI (JÃ³venes con ExpresiÃ³n y VisiÃ³n Interesante)",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"246","Multicultural y Multisectorial para el Desarrollo de Guatemala",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"247","Ãngeles por America Guatemala",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"248","Para el Desarrollo de la Salud, EducaciÃ³n y Agricultura",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"249","Centro de AtenciÃ³n y Apoyo Familiar","https://www.facebook.com/CEFAMGUATE/",2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","Y","N","Y","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"250","Dios Te De Buena Salud Chimaltenango",NA,2016,"E",NA,14.6582015,-90.8608611,"Chimaltenango","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"251","Centro de Crecimiento Social Integral",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"252","Pilares de Desarrollo de Mujeres, NiÃ±os y Adolescentes (PIDMUNA)","https://www.facebook.com/pg/Pilares-de-Desarrollo-de-Mujeres-Ni%C3%B1os-y-Adolescentes-ONG-328739327476718/about/",2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y","Y","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"253","Rompiendo Ciclos",NA,2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
"254","Hamkkehaneun Sarangbat Guatemala","http://www.withgo.or.kr/index.do",2016,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","Y","N","N","N","N","N","N",NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA
