"","npo","website","year_founded","partner_status","address","latitude","longitude","municipality","department","address2","latitude2","longitude2","municipality2","department2","address3","latitude3","longitude3","municipality3","department3","address4","latitude4","longitude4","municipality4","department4","address5","latitude5","longitude5","municipality5","department5","size","budget","health","edu","comm_dev","youth_child","women_girls","enviro_cons","crime","human_rights","animal_welfare","us_tax_status","guate_reg","faith_based","religious_aff","seal_excellence","total_eval_score","efficiency","transparency","relevance","impact","sustainability"
"66","Defensores de la Naturaleza","https://defensores.org.gt",1990,"DP","4a. Avenida 23-01 Zona 14 Guatemala",14.5722442,-90.5262827,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N","N","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"67","EcoLogic Development Fund","http://www.ecologic.org/",1992,"DP","14 Avenida ""A"" 6-53 zona 3, Edificio Santiago, Apartamento 14 
Quetzaltenango, Quetzaltenango",15.9884246,-90.781414,"Quetzaltenango","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N","501(c)3",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"68","Estrella del Mar","https://www.maiaimpact.org/",2007,"DP","Km. 137, CaserÃ­o XolbÃ©, CantÃ³n El TablÃ³n",14.7898354,-91.1848994,"SololÃ¡","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"69","Friends of San Lucas","https://www.sanlucasmission.org/",1963,"DP",NA,14.6335413,-91.1506033,"San Lucas TolÃ­man","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","501(c)3","MisiÃ³n","Y",NA,NA,NA,NA,NA,NA,NA,NA
"70","From Houses to Homes","http://www.fromhousestohomes.org/",2004,"DP","Calle del Hermano Pedro #9, Antigua",14.553849,90.7311885,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"71","Fundacion Educativa Pueblo-Viejo","http://www.educapuebloviejo.org/?lang=es",2015,"DP","Iximche TecpÃ¡n",14.7461648,-91.0056617,"Tecpan","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"72","Fundacion Eterna Primavera","eternaprimavera.org",2010,"DP","Calle del Cemetario, Calle Principal, Monterrico",13.890766,-90.4877725,"Monterrico","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N","N","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"73","Fundacion Ixtatan","http://www.ixtatan.org/",2001,"DP","7a Av B. 1-10, Zona 4, Res. San Sebastian. Huehuetenango. Guatemala",15.3216821,-91.4755977,"Huehuetenango","Huehuetenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N","501(c)3","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"74","Garden of Hope","http://www.gardenofhopegt.com/",2017,"DP","Centro Cultural La Azotea, Jocotenango",14.5731086,-90.7464238,"Jocotenango","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","Y","N","N","N","N","S.A.","N",NA,NA,NA,NA,NA,NA,NA,NA
"75","Imagininguatemala","https://www.imagininguatemala.org/",2013,"DP","1era Calle del ChajÃ³n #39, La Antigua SacatepÃ©quez",14.5640316,-90.7409223,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","501(c)3",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"76","Kingo","https://www.kingoenergy.com/",2013,"DP","Via 6, 3-56, Edificio OEG, Nivel 1, Zona 4,, Ciudad de Guatemala",14.619429,-90.514874,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N","N","S.A.","N",NA,NA,NA,NA,NA,NA,NA,NA
"77","OrganizaciÃ³n Lambda","https://www.facebook.com/Organizacion-LAMBDA-212166575486643/",2010,"DP","2a. Avenida 11-27 zona 1, Guatemala City",14.638524,-90.527445,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","Y","N","N","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"78","Lemonade International","https://www.lemonadeinternational.org/",2008,"DP","Colonia la Limonada, Guatemala City",14.6295223,90.5022465,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","Y","N","501(c)3","Found","Y",NA,NA,NA,NA,NA,NA,NA,NA
"79","Maya Pedal","http://www.mayapedal.org/",2001,"DP","CantÃ³n San Lorenzo, Departamento Chimaltenango, San AndrÃ©s Itzapa 04013",14.6228027,-90.8369752,"San AndrÃ©s Itzapa","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","Y","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"80","Mayan Medical Aid","www.mayanmedicalaid.org",2004,"DP","Edificio de Salud, Segundo Nivel, Zona Central, Santa Cruz La Laguna",14.7437807,-91.2066289,"Santa Cruz La Laguna","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"81","Mission Guatemala","http://missionguatemala.com/",2009,"DP",NA,14.7529899,-91.1440662,"Panajachel","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N","501(c)3",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"82","Namaste Direct","https://namastedirect.org/",2004,"DP","2da Avenida Sur #61C Antigua",14.5504767,-90.7332494,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","Y","N","N","N","N","501(c)3","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"83","NPH Guatemala","https://www.nph-guatemala.org/",1996,"DP",NA,14.6088183,-90.8120012,"Parramos","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","501(c)3","Found","Y",NA,NA,NA,NA,NA,NA,NA,NA
"84","ONG Me Importas","https://www.meimportas.net/decaguatemala.html",2016,"DP",NA,15.531822,-89.4003975,"El Estor","Izabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"85","Pop Wuj","http://www.pop-wuj.org/",1992,"DP","Primera Calle, 17-72, Zona 1, Quetzaltenango",14.8399314,-91.525337,"Quetzaltenango","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","N","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"86","Pueblo a Pueblo","http://www.puebloapueblo.org/",2001,"DP","CantÃ³n TzanjuyÃº, Santiago AtitlÃ¡n, SololÃ¡",14.6451986,-91.2239885,"Santiago AtitlÃ¡n","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"87","Quetzaltrekkers","https://www.quetzaltrekkers.com",1995,"DP","Casa Argentina, Diagonal 12, 8-43, Zona 1, Quetzaltenango",14.8337767,-91.5264589,"Quetzaltenango","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA
"88","Reading Village","https://readingvillage.org",2007,"DP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","501(c)3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Rekko","https://www.rekko.org",1998,"DP","1ra Ave Zona 1, Yepocapa, San Pedro Yepocapa",14.5342791,-90.9189357,"San Pedro Yepocapa","Chimaltenango",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","N","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"90","Ruta Alterna","http://alternaimpact.org",2010,"DP","6Âª Calle 1-37, Zona 1, Quetzaltenango",14.831961,-91.5143967,"Quetzaltenango","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"91","Small Change 4 Big Change","http://bigchange.net/",2012,"DP","#106 RÃ¤xjuyÃº, Santa Catarina Barahona",14.5490151,-90.7959984,"Santa Catarina Barahona","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","501(c)3","NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"92","TECHO para Guatemala","https://techo.org.gt/",2008,"DP","5A Calle, 17-31, zona 15,, Colonia Del Maestro II, Vista Hermosa I, Guatemala",14.5985057,-90.4974129,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N","Found","N",NA,NA,NA,NA,NA,NA,NA,NA
"93","The Human Rights Defenders Project","http://defendersproject.org/",NA,"DP","Zona 2",14.6559202,-90.5129247,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","Y","N","501(c)3",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"94","Unidos para los Animales","http://unidosparalosanimales.org/",2010,"DP",NA,14.5559556,-90.7400216,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","Y","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"95","Unmarked Streets","http://www.unmarkedstreets.org",2011,"DP","5ta. Avenida 1-85 Zona 1. Guatemala City",14.6472243,-90.522823,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","Y","N","N","N","N","501(c)3",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA
"96","WINGS","http://www.wingsguate.org",2001,"DP","9a Calle Pte No. 17, Antigua",14.5519262,-90.7376847,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","Y","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"97","Yo'o Guatemala","https://yo-o.org/",2011,"DP","Barrio el Carpintero, PurulhÃ¡",15.9873419,-91.9975102,"San Antonio PurulhÃ¡","Baja Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"98","Friendship Bridge","https://www.friendshipbridge.org/",1998,"NE","Avenida Santander 5-38, Zona 2, Panajachel",15.7327066,-91.3931259,"Panajachel","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","Y","N","N","N","N","501(c)3","NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"99","ConstruCasa","https://construcasa.org/",2004,"NE","1ra. Avenida Sur #62 San Pedro las Huertas",14.5288,-90.73797,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","501(c)3","Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"100","Pozo Vivo Secaquichoch (ASOPOVISE)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","MontaÃ±istas de CahabÃ³n (AMC ONG)",NA,2013,"E","CahabÃ³n",15.607124,-89.8202705,"CahabÃ³n","Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Progresista de Amigos de Oriente (APORTE)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Ajkun Pa Le Qatinimit (APQ)","https://www.wachalal.org/",2013,"E","Sector MaxeÃ±o, Santo TomÃ¡s La UniÃ³n",14.6375052,-91.4136455,"Santo TomÃ¡s La UniÃ³n","SuchitepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","501(c)3","NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"104","Despertar (ASODES)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Lycaste Blanca",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Productores de Desarrollo Integral Autosostenible (ADEPRODESA)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Guatemala Libre de Tabaco (GLT)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Unidad Positiva para el Desarrollo Ciudadano (UPDC)","http://asociacion-updc.blogspot.com/",2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"109","RaÃ­ces",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Desarrollo y Aprendizaje de NiÃ±as y JÃ³venes Abriendo Oportunidades de VÃ¡squez TotonicapÃ¡n (ODAO)",NA,2013,"E","VÃ¡squez TotonicapÃ¡n",14.866666,-91.4175096,"VÃ¡squez","TotonicapÃ¡n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","Y","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Desarrollo de Valores de Guatemala (ADVAGUA)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","APADERCA (Desarrollo de CajolÃ¡)",NA,2013,"E","CajolÃ¡",14.9211492,-91.6187775,"CajolÃ¡","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","ComunicaciÃ³n, InformaciÃ³n Monitoreo y Analisis para el Desarrollo Humanitario (LA CIMAH)","https://www.facebook.com/la.cimah.org/",2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Desarrollo Integral de Mujeres de la Cuenca Alta del RÃ­o Naranjo  (ADIMCARN)",NA,2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","Y","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Mi Tierra","https://www.facebook.com/pg/mitierrajacobs/about/?ref=page_internal",2013,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"116","Opciones Micro Empresariales","https://www.facebook.com/opcionesmicroempresariales",2014,"E","1ra. Calle Poniente #8",14.5607853,-90.7361902,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"117","El Desarrollo Integral Sostenible (ODIS)","https://www.facebook.com/odis.ong.75",2014,"E",NA,14.6263757,-90.5626013,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"118","Yahad","https://www.yahadguatemala.org/",2014,"E","Boulevard a Bosques de San NicolÃ¡s 4-84 Monte Real zona 4 Mixco, templo de IDEC Monte Real (197.09 mi)",14.6483088,-90.5712894,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"119","AutogestiÃ³n y Desarrollo de Vendedores Establecidos del Contorno del Mercado Terminal de la Colonia Santa Teresita de Chimaltenango (ADEVECH)",NA,2014,"E","5a Avenida",14.6639293,-90.8145332,"Chimaltenango","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Integral para El Desarrollo Rural de Guatemala (AS-GUATE)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Instituto del Progreso Social","http://progresosocial.org.gt/",2014,"E","13 calle 7-37 zona 10",14.5981901,-90.5111278,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"122","Para el Crecimiento Social Guatemalteco (ACREGUA)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Believe Guatemala","https://www.believeguatemala.org/",2014,"E","29 Calle 8va Avenida Zona 3",14.6235674,-90.5343799,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"124","Midori para el Desarrollo (ASOMIRDES)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Para las Ciencias en el Consumo Sustentable (OCCS)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Centro para el Desarrollo y la Naturaleza (CEDENATURA)","https://www.facebook.com/people/Cedenatura-Natura/100008054029197",2014,"E",NA,14.6263757,-90.5626013,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"127","AcciÃ³n, Confianza, Trabajo, Unidad y Apoyo (ACTUA)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Renacer",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","La ProtecciÃ³n de la Vida Marina de Guatemala (PROVIMAGUA)",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Centro de Investigacion para la Prevencion de la Violencia (CIPREVI)","https://ciprevica.org/",2014,"E","12 calle 1-48, Zona 10, Edificio Pivaral sexto nivel",14.600475,-90.512544,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","Y","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"131","Juanjo",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Humanisitas Guatemala","http://www.humanistasguatemala.org/",2014,"E","1a Calle 16-29 zona 15, Oficina #113",14.596599,-90.4959075,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Maya Viva",NA,2014,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
